ID	ID_AUTEUR	ID_RECUEIL	ID_POEME	TYPE_TEXTE	LM	PROFIL	NBR	REPETITION	REGLE	DESCRIPTION	REMARQUES	DATE	
HUG1429.lm:12	HUG	HUG_24	HUG1429	drama	12	6+6	267		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1429.lm:6	HUG	HUG_24	HUG1429	drama	6		1		0.0	vers unique		2022-06-12	
HUG1429.lm:8	HUG	HUG_24	HUG1429	drama	8	8	12		0.1	mètre simple		2022-06-12	
HUG143.lm:12	HUG	HUG_6	HUG143	poem	12	6+6	60		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1430.lm:5	HUG	HUG_24	HUG1430	poem	5	5	66		0.1	mètre simple		2022-06-12	
HUG1431.lm:12	HUG	HUG_24	HUG1431	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1431.lm:6	HUG	HUG_24	HUG1431	poem	6	6	8		0.1	mètre simple		2022-06-12	
HUG1432.lm:5	HUG	HUG_24	HUG1432	poem	5	5	76		0.1	mètre simple		2022-06-12	
HUG1433.lm:3	HUG	HUG_24	HUG1433	poem	3	3	12		0.1	mètre simple		2022-06-12	
HUG1433.lm:7	HUG	HUG_24	HUG1433	poem	7	7	9		0.1	mètre simple		2022-06-12	
HUG1434.lm:10	HUG	HUG_24	HUG1434	poem	10	5+5	16		1.1.2.1.1.2	profil traditionnel		2022-06-12	
HUG1435.lm:10	HUG	HUG_24	HUG1435	poem	10	5+5	10		1.1.2.1.1.2	profil traditionnel		2022-06-12	
HUG1436.lm:8	HUG	HUG_24	HUG1436	poem	8	8	76		0.1	mètre simple		2022-06-12	
HUG1437.lm:7	HUG	HUG_24	HUG1437	poem	7	7	36		0.1	mètre simple		2022-06-12	
HUG1438.lm:7	HUG	HUG_24	HUG1438	poem	7	7	40		0.1	mètre simple		2022-06-12	
HUG1439.lm:2	HUG	HUG_24	HUG1439	poem	2	2	34		0.1	mètre simple		2022-06-12	
HUG1439.lm:5	HUG	HUG_24	HUG1439	poem	5	5	17		0.1	mètre simple		2022-06-12	
HUG1439.lm:7	HUG	HUG_24	HUG1439	poem	7	7	17		0.1	mètre simple		2022-06-12	
HUG144.lm:12	HUG	HUG_10	HUG144	poem	12	6+6	78		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1440.lm:2	HUG	HUG_24	HUG1440	poem	2	2	4		0.1	mètre simple		2022-06-12	
HUG1440.lm:8	HUG	HUG_24	HUG1440	poem	8	8	20		0.1	mètre simple		2022-06-12	
HUG1441.lm:4	HUG	HUG_24	HUG1441	poem	4	4	12		0.1	mètre simple		2022-06-12	
HUG1441.lm:7	HUG	HUG_24	HUG1441	poem	7	7	24		0.1	mètre simple		2022-06-12	
HUG1442.lm:2	HUG	HUG_24	HUG1442	poem	2	2	3		0.1	mètre simple		2022-06-12	
HUG1442.lm:8	HUG	HUG_24	HUG1442	poem	8	8	21		0.1	mètre simple		2022-06-12	
HUG1443.lm:4	HUG	HUG_24	HUG1443	poem	4	4	8		0.1	mètre simple		2022-06-12	
HUG1443.lm:8	HUG	HUG_24	HUG1443	poem	8	8	8		0.1	mètre simple		2022-06-12	
HUG1444.lm:5	HUG	HUG_24	HUG1444	poem	5	5	28		0.1	mètre simple		2022-06-12	
HUG1445.lm:8	HUG	HUG_24	HUG1445	poem	8	8	60		0.1	mètre simple		2022-06-12	
HUG1446.lm:4	HUG	HUG_24	HUG1446	poem	4	4	16		0.1	mètre simple		2022-06-12	
HUG1446.lm:8	HUG	HUG_24	HUG1446	poem	8	8	52		0.1	mètre simple		2022-06-12	
HUG1447.lm:4	HUG	HUG_24	HUG1447	poem	4	4	8		0.1	mètre simple		2022-06-12	
HUG1447.lm:8	HUG	HUG_24	HUG1447	poem	8	8	16		0.1	mètre simple		2022-06-12	
HUG1448.lm:5	HUG	HUG_24	HUG1448	poem	5	5	12		0.1	mètre simple		2022-06-12	
HUG1448.lm:6	HUG	HUG_24	HUG1448	poem	6	6	24		0.1	mètre simple		2022-06-12	
HUG1449.lm:6	HUG	HUG_24	HUG1449	poem	6	6	36		0.1	mètre simple		2022-06-12	
HUG145.lm:12	HUG	HUG_10	HUG145	poem	12	6+6	116		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1450.lm:6	HUG	HUG_24	HUG1450	poem	6	6	42		0.1	mètre simple		2022-06-12	
HUG1451.lm:12	HUG	HUG_24	HUG1451	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1452.lm:6	HUG	HUG_24	HUG1452	poem	6	6	51		0.1	mètre simple		2022-06-12	
HUG1453.lm:6	HUG	HUG_24	HUG1453	poem	6	6	16		0.1	mètre simple		2022-06-12	
HUG1454.lm:3	HUG	HUG_24	HUG1454	poem	3	3	11		0.1	mètre simple		2022-06-12	
HUG1454.lm:7	HUG	HUG_24	HUG1454	poem	7	7	24		0.1	mètre simple		2022-06-12	
HUG1455.lm:2	HUG	HUG_24	HUG1455	poem	2	2	8		0.1	mètre simple		2022-06-12	
HUG1455.lm:5	HUG	HUG_24	HUG1455	poem	5	5	8		0.1	mètre simple		2022-06-12	
HUG1455.lm:7	HUG	HUG_24	HUG1455	poem	7	7	8		0.1	mètre simple		2022-06-12	
HUG1456.lm:6	HUG	HUG_24	HUG1456	poem	6	6	12		0.1	mètre simple		2022-06-12	
HUG1456.lm:7	HUG	HUG_24	HUG1456	poem	7	7	24		0.1	mètre simple		2022-06-12	
HUG1456.lm:8	HUG	HUG_24	HUG1456	poem	8		4	rep	0.0	vers unique	Tous les vers de 8 sont identiques !	2022-06-12	
HUG1457.lm:12	HUG	HUG_24	HUG1457	poem	12	6+6	108		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1457.lm:8	HUG	HUG_24	HUG1457	poem	8	8	48		0.1	mètre simple		2022-06-12	
HUG1458.lm:12	HUG	HUG_24	HUG1458	poem	12	6+6	44		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1459.lm:12	HUG	HUG_24	HUG1459	poem	12	6+6	46		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG146.lm:12	HUG	HUG_10	HUG146	poem	12	6+6	86		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1460.lm:12	HUG	HUG_24	HUG1460	poem	12	6+6	74		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1461.lm:12	HUG	HUG_24	HUG1461	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1462.lm:12	HUG	HUG_24	HUG1462	poem	12	6+6	46		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1463.lm:12	HUG	HUG_24	HUG1463	poem	12	6−6	72		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-12	
HUG1464.lm:12	HUG	HUG_24	HUG1464	poem	12	6+6	56		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1465.lm:12	HUG	HUG_24	HUG1465	poem	12	6+6	56		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1466.lm:12	HUG	HUG_24	HUG1466	poem	12	6+6	76		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1467.lm:12	HUG	HUG_24	HUG1467	poem	12	6+6	182		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1468.lm:12	HUG	HUG_24	HUG1468	poem	12	6+6	240		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1469.lm:12	HUG	HUG_24	HUG1469	poem	12	6+6	30		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG147.lm:12	HUG	HUG_10	HUG147	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG147.lm:8	HUG	HUG_10	HUG147	poem	8	8	8		0.1	mètre simple		2022-06-05	
HUG1470.lm:12	HUG	HUG_24	HUG1470	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1470.lm:8	HUG	HUG_24	HUG1470	poem	8	8	6		0.1	mètre simple		2022-06-12	
HUG1471.lm:12	HUG	HUG_24	HUG1471	poem	12	6−6	51		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-12	
HUG1472.lm:12	HUG	HUG_24	HUG1472	poem	12	6−6	92		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-12	
HUG1473.lm:12	HUG	HUG_24	HUG1473	poem	12	6+6	182		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1474.lm:12	HUG	HUG_24	HUG1474	poem	12	6+6	60		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1475.lm:12	HUG	HUG_24	HUG1475	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1476.lm:12	HUG	HUG_24	HUG1476	poem	12	6+6	44		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1477.lm:12	HUG	HUG_24	HUG1477	poem	12	6+6	29		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1478.lm:12	HUG	HUG_24	HUG1478	poem	12	6+6	100		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1479.lm:12	HUG	HUG_24	HUG1479	poem	12	6+6	48		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG148.lm:12	HUG	HUG_10	HUG148	poem	12	6+6	82		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1480.lm:12	HUG	HUG_24	HUG1480	poem	12	6+6	34		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1481.lm:12	HUG	HUG_24	HUG1481	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1482.lm:12	HUG	HUG_24	HUG1482	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1483.lm:12	HUG	HUG_24	HUG1483	poem	12	6+6	72		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1484.lm:12	HUG	HUG_24	HUG1484	poem	12	6+6	84		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1485.lm:5	HUG	HUG_24	HUG1485	poem	5	5	84		0.1	mètre simple		2022-06-12	
HUG1486.lm:7	HUG	HUG_24	HUG1486	poem	7	7	88		0.1	mètre simple		2022-06-12	
HUG1487.lm:8	HUG	HUG_24	HUG1487	poem	8	8	24		0.1	mètre simple		2022-06-12	
HUG1488.lm:8	HUG	HUG_24	HUG1488	poem	8	8	40		0.1	mètre simple		2022-06-12	
HUG1489.lm:7	HUG	HUG_24	HUG1489	poem	7	7	12		0.1	mètre simple		2022-06-12	
HUG149.lm:12	HUG	HUG_10	HUG149	poem	12	6+6	56		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG149.lm:6	HUG	HUG_10	HUG149	poem	6	6	28		0.1	mètre simple		2022-06-05	
HUG1490.lm:7	HUG	HUG_24	HUG1490	poem	7	7	160		0.1	mètre simple		2022-06-12	
HUG1491.lm:2	HUG	HUG_24	HUG1491	poem	2	2	20		0.1	mètre simple		2022-06-12	
HUG1491.lm:8	HUG	HUG_24	HUG1491	poem	8	8	60		0.1	mètre simple		2022-06-12	
HUG1492.lm:2	HUG	HUG_24	HUG1492	poem	2	2	4		0.1	mètre simple		2022-06-12	
HUG1493.lm:12	HUG	HUG_24	HUG1493	poem	12	6+6	63		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1494.lm:12	HUG	HUG_25	HUG1494	poem	12	6+6	5494		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1494.lm:6	HUG	HUG_25	HUG1494	poem	6	6	74		0.1	mètre simple		2022-06-12	
HUG1495.lm:12	HUG	HUG_25	HUG1495	poem	12	6+6	23		1.1.2.1.1	profil traditionnel		2022-06-12	
HUG1496.lm:12	HUG	HUG_26	HUG1496	poem	12	6+6	34		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1497.lm:12	HUG	HUG_26	HUG1497	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1498.lm:12	HUG	HUG_26	HUG1498	poem	12	6+6	62		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1499.lm:12	HUG	HUG_26	HUG1499	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1499.lm:8	HUG	HUG_26	HUG1499	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG15.lm:10	HUG	HUG_15	HUG15	poem	10	4+6	11		1.1.2.1.1.1	profil traditionnel		2022-06-05	
HUG15.lm:12	HUG	HUG_15	HUG15	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG15.lm:8	HUG	HUG_15	HUG15	poem	8	8	8		0.1	mètre simple		2022-06-05	
HUG150.lm:12	HUG	HUG_10	HUG150	poem	12	6+6	45		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG150.lm:8	HUG	HUG_10	HUG150	poem	8	8	9		0.1	mètre simple		2022-06-05	
HUG1500.lm:12	HUG	HUG_26	HUG1500	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1500.lm:8	HUG	HUG_26	HUG1500	poem	8	8	8		0.1	mètre simple		2022-06-06	
HUG1501.lm:12	HUG	HUG_26	HUG1501	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1501.lm:4	HUG	HUG_26	HUG1501	poem	4	4	20		0.1	mètre simple		2022-06-06	
HUG1502.lm:5	HUG	HUG_26	HUG1502	poem	5	5	144		0.1	mètre simple		2022-06-06	
HUG1503.lm:12	HUG	HUG_26	HUG1503	poem	12	6+6	40		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1504.lm:12	HUG	HUG_26	HUG1504	poem	12	6+6	66		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1505.lm:12	HUG	HUG_26	HUG1505	poem	12	6+6	34		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1506.lm:12	HUG	HUG_26	HUG1506	poem	12	6+6	34		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1507.lm:12	HUG	HUG_26	HUG1507	poem	12	6+6	33		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1507.lm:6	HUG	HUG_26	HUG1507	poem	6	6	11		0.1	mètre simple		2022-06-06	
HUG1508.lm:7	HUG	HUG_26	HUG1508	poem	7	7	120		0.1	mètre simple		2022-06-06	
HUG1509.lm:12	HUG	HUG_26	HUG1509	poem	12	6+6	15		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1509.lm:8	HUG	HUG_26	HUG1509	poem	8	8	3		0.1	mètre simple		2022-06-06	
HUG151.lm:8	HUG	HUG_10	HUG151	poem	8	8	96		0.1	mètre simple		2022-06-05	
HUG1510.lm:12	HUG	HUG_26	HUG1510	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1511.lm:12	HUG	HUG_26	HUG1511	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1511.lm:4	HUG	HUG_26	HUG1511	poem	4	4	28		0.1	mètre simple		2022-06-06	
HUG1512.lm:12	HUG	HUG_26	HUG1512	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1513.lm:12	HUG	HUG_26	HUG1513	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1513.lm:6	HUG	HUG_26	HUG1513	poem	6	6	20		0.1	mètre simple		2022-06-06	
HUG1514.lm:12	HUG	HUG_26	HUG1514	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1515.lm:12	HUG	HUG_26	HUG1515	poem	12	6+6	68		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1516.lm:12	HUG	HUG_26	HUG1516	poem	12	6+6	44		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1517.lm:12	HUG	HUG_26	HUG1517	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1517.lm:6	HUG	HUG_26	HUG1517	poem	6	6	6		0.1	mètre simple		2022-06-06	
HUG1518.lm:12	HUG	HUG_26	HUG1518	poem	12	6+6	24		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1519.lm:12	HUG	HUG_26	HUG1519	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG152.lm:8	HUG	HUG_10	HUG152	poem	8	8	260		0.1	mètre simple		2022-06-05	
HUG1520.lm:12	HUG	HUG_26	HUG1520	poem	12	6+6	66		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1521.lm:12	HUG	HUG_26	HUG1521	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1522.lm:12	HUG	HUG_26	HUG1522	poem	12	6+6	112		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1523.lm:7	HUG	HUG_26	HUG1523	poem	7	7	44		0.1	mètre simple		2022-06-06	
HUG1524.lm:12	HUG	HUG_26	HUG1524	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1525.lm:12	HUG	HUG_26	HUG1525	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1526.lm:12	HUG	HUG_26	HUG1526	poem	12	6+6	54		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1526.lm:4	HUG	HUG_26	HUG1526	poem	4	4	54		0.1	mètre simple		2022-06-06	
HUG1527.lm:12	HUG	HUG_26	HUG1527	poem	12	6+6	110		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1528.lm:12	HUG	HUG_26	HUG1528	poem	12	6+6	180		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1529.lm:12	HUG	HUG_26	HUG1529	poem	12	6+6	66		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG153.lm:12	HUG	HUG_10	HUG153	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1530.lm:12	HUG	HUG_26	HUG1530	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1531.lm:12	HUG	HUG_26	HUG1531	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1531.lm:4	HUG	HUG_26	HUG1531	poem	4	4	22		0.1	mètre simple		2022-06-06	
HUG1532.lm:12	HUG	HUG_26	HUG1532	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1533.lm:12	HUG	HUG_26	HUG1533	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1534.lm:12	HUG	HUG_26	HUG1534	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1535.lm:12	HUG	HUG_26	HUG1535	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1536.lm:12	HUG	HUG_26	HUG1536	poem	12	6+6	106		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1537.lm:12	HUG	HUG_26	HUG1537	poem	12	6+6	98		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1538.lm:12	HUG	HUG_26	HUG1538	poem	12	6+6	36		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1539.lm:12	HUG	HUG_26	HUG1539	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG154.lm:12	HUG	HUG_10	HUG154	poem	12	6+6	62		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG154.lm:6	HUG	HUG_10	HUG154	poem	6	6	6		0.1	mètre simple		2022-06-05	
HUG154.lm:8	HUG	HUG_10	HUG154	poem	8	8	4		0.1	mètre simple		2022-06-05	
HUG1540.lm:12	HUG	HUG_26	HUG1540	poem	12	6+6	360		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1541.lm:12	HUG	HUG_26	HUG1541	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1542.lm:12	HUG	HUG_26	HUG1542	poem	12	6+6	44		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1543.lm:12	HUG	HUG_26	HUG1543	poem	12	6+6	72		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1544.lm:12	HUG	HUG_26	HUG1544	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1545.lm:12	HUG	HUG_26	HUG1545	poem	12	6+6	76		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1546.lm:12	HUG	HUG_26	HUG1546	poem	12	6+6	34		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1547.lm:12	HUG	HUG_26	HUG1547	poem	12	6+6	64		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1548.lm:12	HUG	HUG_26	HUG1548	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1548.lm:3	HUG	HUG_26	HUG1548	poem	3	3	20		0.1	mètre simple		2022-06-06	
HUG1549.lm:12	HUG	HUG_26	HUG1549	poem	12	6+6	48		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG155.lm:12	HUG	HUG_10	HUG155	poem	12	6+6	44		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1550.lm:12	HUG	HUG_26	HUG1550	poem	12	6+6	42		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1551.lm:8	HUG	HUG_26	HUG1551	poem	8	8	50		0.1	mètre simple		2022-06-06	
HUG1552.lm:12	HUG	HUG_26	HUG1552	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1553.lm:12	HUG	HUG_26	HUG1553	poem	12	6+6	88		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1554.lm:12	HUG	HUG_26	HUG1554	poem	12	6+6	30		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1555.lm:12	HUG	HUG_26	HUG1555	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1556.lm:12	HUG	HUG_26	HUG1556	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1557.lm:12	HUG	HUG_26	HUG1557	poem	12	6+6	22		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1558.lm:5	HUG	HUG_26	HUG1558	poem	5	5	557		0.1	mètre simple		2022-06-06	
HUG1559.lm:7	HUG	HUG_27	HUG1559	poem	7	7	30		0.1	mètre simple		2022-06-06	
HUG156.lm:12	HUG	HUG_10	HUG156	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1560.lm:12	HUG	HUG_27	HUG1560	poem	12	6+6	42		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1561.lm:12	HUG	HUG_27	HUG1561	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1562.lm:12	HUG	HUG_27	HUG1562	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1563.lm:8	HUG	HUG_27	HUG1563	poem	8	8	12		0.1	mètre simple		2022-06-06	
HUG1564.lm:12	HUG	HUG_27	HUG1564	poem	12	6+6	9		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1565.lm:12	HUG	HUG_27	HUG1565	poem	12	6+6	26		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1566.lm:12	HUG	HUG_27	HUG1566	poem	12	6+6	18		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1567.lm:12	HUG	HUG_27	HUG1567	poem	12	6+6	15		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1568.lm:12	HUG	HUG_27	HUG1568	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1569.lm:12	HUG	HUG_27	HUG1569	poem	12	6+6	12		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG157.lm:12	HUG	HUG_10	HUG157	poem	12	6+6	28		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG157.lm:6	HUG	HUG_10	HUG157	poem	6	6	14		0.1	mètre simple		2022-06-05	
HUG1570.lm:12	HUG	HUG_27	HUG1570	poem	12	6+6	11		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1571.lm:12	HUG	HUG_27	HUG1571	poem	12	6−6	17		1.1.2.1.2.1	profil traditionnel avec vers entravé(s)		2022-06-06	
HUG1572.lm:12	HUG	HUG_27	HUG1572	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1573.lm:12	HUG	HUG_27	HUG1573	poem	12	6+6	7		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1574.lm:12	HUG	HUG_27	HUG1574	poem	12	6+6	21		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1575.lm:12	HUG	HUG_27	HUG1575	poem	12	6+6	20		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1576.lm:12	HUG	HUG_27	HUG1576	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1577.lm:12	HUG	HUG_27	HUG1577	poem	12	6+6	40		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1578.lm:12	HUG	HUG_27	HUG1578	poem	12	6+6	52		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1579.lm:12	HUG	HUG_27	HUG1579	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG158.lm:12	HUG	HUG_10	HUG158	poem	12	6+6	56		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG158.lm:8	HUG	HUG_10	HUG158	poem	8	8	28		0.1	mètre simple		2022-06-05	
HUG1580.lm:12	HUG	HUG_27	HUG1580	poem	12	6+6	17		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1581.lm:12	HUG	HUG_27	HUG1581	poem	12	6+6	124		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1582.lm:12	HUG	HUG_27	HUG1582	poem	12	6+6	36		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1583.lm:12	HUG	HUG_27	HUG1583	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1584.lm:12	HUG	HUG_27	HUG1584	poem	12	6+6	8		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1584.lm:6	HUG	HUG_27	HUG1584	poem	6	6	4		0.1	mètre simple		2022-06-06	
HUG1585.lm:12	HUG	HUG_27	HUG1585	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1586.lm:12	HUG	HUG_27	HUG1586	poem	12	6+6	11		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1587.lm:12	HUG	HUG_27	HUG1587	poem	12	6+6	6		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1588.lm:8	HUG	HUG_27	HUG1588	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG1589.lm:8	HUG	HUG_27	HUG1589	poem	8	8	10		0.1	mètre simple		2022-06-06	
HUG159.lm:12	HUG	HUG_10	HUG159	poem	12	6+6	16		1.1.2.1.1	profil traditionnel		2022-06-05	
HUG1590.lm:12	HUG	HUG_27	HUG1590	poem	12	6+6	13		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1591.lm:12	HUG	HUG_27	HUG1591	poem	12	6+6	7		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1592.lm:12	HUG	HUG_27	HUG1592	poem	12	6+6	5		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1592.lm:8	HUG	HUG_27	HUG1592	poem	8		1		0.0	vers unique		2022-06-06	
HUG1593.lm:8	HUG	HUG_27	HUG1593	poem	8	8	20		0.1	mètre simple		2022-06-06	
HUG1594.lm:12	HUG	HUG_27	HUG1594	poem	12	6+6	7		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1595.lm:12	HUG	HUG_27	HUG1595	poem	12	6+6	10		1.1.2.1.1	profil traditionnel		2022-06-06	
HUG1596.lm:12	HUG	HUG_27	HUG1596	poem	12	6+6	36		1.1.2.1.1	profil traditionnel		2022-06-06	
