ID	ID_AUTEUR	ID_RECUEIL	ID_POEME	TYPE_TEXTE	LM	PROFIL	NBR	REPETITION	REGLE	DESCRIPTION	REMARQUES	DATE	
LAM94.lm:6	LAM	LAM_7	LAM94	poem	6	6	17		0.1	mètre simple		2022-06-06	
LAM94.lm:12	LAM	LAM_7	LAM94	poem	12	6+6	85		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM95.lm:8	LAM	LAM_7	LAM95	poem	8	8	72		0.1	mètre simple		2022-06-06	
LAM96.lm:6	LAM	LAM_7	LAM96	poem	6	6	2		0.1	mètre simple		2022-06-06	
LAM96.lm:7	LAM	LAM_7	LAM96	poem	7	7	44		0.1	mètre simple		2022-06-06	
LAM96.lm:8	LAM	LAM_7	LAM96	poem	8	8	101		0.1	mètre simple		2022-06-06	
LAM96.lm:12	LAM	LAM_7	LAM96	poem	12	6+6	40		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM97.lm:8	LAM	LAM_7	LAM97	poem	8	8	60		0.1	mètre simple		2022-06-06	
LAM98.lm:7	LAM	LAM_7	LAM98	poem	7		1		0.0	vers unique		2022-06-06	
LAM98.lm:8	LAM	LAM_7	LAM98	poem	8	8	164		0.1	mètre simple		2022-06-06	
LAM98.lm:12	LAM	LAM_7	LAM98	poem	12	6+6	154		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM99.lm:12	LAM	LAM_7	LAM99	poem	12	6+6	48		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM138.lm:12	LAM	LAM_8	LAM138	poem	12	6+6	164		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM139.lm:12	LAM	LAM_8	LAM139	poem	12	6+6	528		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM140.lm:12	LAM	LAM_8	LAM140	poem	12	6+6	764		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM141.lm:12	LAM	LAM_8	LAM141	poem	12	6+6	934		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM142.lm:8	LAM	LAM_8	LAM142	poem	8	8	52		0.1	mètre simple		2022-06-06	
LAM142.lm:10	LAM	LAM_8	LAM142	poem	10	4+6	54		1.1.2.1.1.1	profil traditionnel		2022-06-06	
LAM142.lm:12	LAM	LAM_8	LAM142	poem	12	6+6	1060		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM143.lm:12	LAM	LAM_8	LAM143	poem	12	6+6	874		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM144.lm:12	LAM	LAM_8	LAM144	poem	12	6+6	724		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM145.lm:12	LAM	LAM_8	LAM145	poem	12	6+6	366		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM146.lm:8	LAM	LAM_8	LAM146	poem	8	8	10		0.1	mètre simple		2022-06-06	
LAM146.lm:12	LAM	LAM_8	LAM146	poem	12	6+6	484		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM147.lm:8	LAM	LAM_8	LAM147	poem	8	8	197		0.1	mètre simple		2022-06-06	
LAM147.lm:12	LAM	LAM_8	LAM147	poem	12	6+6	1671		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM148.lm:12	LAM	LAM_8	LAM148	poem	12	6+6	148		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM149.lm:12	LAM	LAM_8	LAM149	poem	12	6+6	156		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM150.lm:12	LAM	LAM_9	LAM150	poem	12	6+6	502		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM151.lm:8	LAM	LAM_9	LAM151	poem	8	8	100		0.1	mètre simple		2022-06-06	
LAM151.lm:12	LAM	LAM_9	LAM151	poem	12	6+6	698		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM152.lm:12	LAM	LAM_9	LAM152	poem	12	6+6	524		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM153.lm:12	LAM	LAM_9	LAM153	poem	12	6+6	1422		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM154.lm:12	LAM	LAM_9	LAM154	poem	12	6+6	568		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM156.lm:12	LAM	LAM_9	LAM156	poem	12	6+6	484		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM157.lm:12	LAM	LAM_9	LAM157	poem	12	6+6	640		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM158.lm:12	LAM	LAM_9	LAM158	poem	12	6+6	1040		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM159.lm:12	LAM	LAM_9	LAM159	poem	12	6+6	148		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM160.lm:12	LAM	LAM_9	LAM160	poem	12	6+6	874		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM161.lm:12	LAM	LAM_9	LAM161	poem	12	6+6	358		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM162.lm:12	LAM	LAM_9	LAM162	poem	12	6+6	568		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM163.lm:12	LAM	LAM_9	LAM163	poem	12	6+6	478		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM164.lm:12	LAM	LAM_9	LAM164	poem	12	6+6	308		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM165.lm:12	LAM	LAM_9	LAM165	poem	12	6+6	1062		1.1.2.1.1	profil traditionnel		2022-06-06	
LAM166.lm:12	LAM	LAM_9	LAM166	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
