ID	ID_AUTEUR	ID_RECUEIL	ID_POEME	TYPE_TEXTE	LM	PROFIL	NBR	REPETITION	REGLE	DESCRIPTION	REMARQUES	DATE	
MUS198.lm:8	MUS	MUS_5	MUS198	poem	8	8	4		0.1	mètre simple		2022-06-06	
MUS199.lm:8	MUS	MUS_5	MUS199	poem	8	8	13		0.1	mètre simple		2022-06-06	
MUS200.lm:6	MUS	MUS_5	MUS200	poem	6	6	4		0.1	mètre simple		2022-06-06	
MUS200.lm:7	MUS	MUS_5	MUS200	poem	7		1		0.0	vers unique		2022-06-06	
MUS200.lm:8	MUS	MUS_5	MUS200	poem	8	8	8		0.1	mètre simple		2022-06-06	
MUS201.lm:3	MUS	MUS_5	MUS201	poem	3	3	69		0.1	mètre simple		2022-06-06	
MUS201.lm:4	MUS	MUS_5	MUS201	poem	4		1		0.0	vers unique		2022-06-06	
MUS201.lm:8	MUS	MUS_5	MUS201	poem	8	8	70		0.1	mètre simple		2022-06-06	
MUS202.lm:6	MUS	MUS_5	MUS202	poem	6	6	15		0.1	mètre simple		2022-06-06	
MUS203.lm:6	MUS	MUS_5	MUS203	poem	6	6	15		0.1	mètre simple		2022-06-06	
MUS204.lm:3	MUS	MUS_5	MUS204	poem	3	3	10		0.1	mètre simple		2022-06-06	
MUS204.lm:7	MUS	MUS_5	MUS204	poem	7	7	20		0.1	mètre simple		2022-06-06	
MUS205.lm:12	MUS	MUS_5	MUS205	poem	12	6+6	14		1.1.2.1.1	profil traditionnel		2022-06-06	
MUS206.lm:12	MUS	MUS_5	MUS206	poem	12	6+6	4		1.1.2.1.1	profil traditionnel		2022-06-06	
MUS207.lm:8	MUS	MUS_5	MUS207	poem	8	8	4		0.1	mètre simple		2022-06-06	
MUS208.lm:8	MUS	MUS_5	MUS208	poem	8	8	4		0.1	mètre simple		2022-06-06	
MUS209.lm:4	MUS	MUS_5	MUS209	poem	4	4	3		0.1	mètre simple		2022-06-06	
MUS209.lm:6	MUS	MUS_5	MUS209	poem	6		1		0.0	vers unique		2022-06-06	
